16	0.667968
20	0.633248
22	0.628768
24	0.630496
26	0.640128
28	0.633792
30	0.629696
32	0.628928
34	0.621312
36	0.622976
38	0.642432
40	0.625408
44	0.670816
48	0.624128
52	0.622752
56	0.624992
60	0.629216
66	0.624096
72	0.624704
78	0.623936
84	0.625664
92	0.623552
100	0.630144
110	0.629024
120	0.628896
132	0.61904
144	0.627072
158	0.629152
172	0.65776
188	0.6288
206	0.627328
226	0.635392
248	0.634464
272	0.650912
298	0.639616
326	0.639136
358	0.641408
392	0.64512
430	0.646624
472	0.652576
518	0.89328
568	0.903072
624	0.910368
686	0.914688
754	0.917312
828	0.9256
910	0.9352
1000	0.939936
1100	0.899264
1210	0.912
1330	0.923552
1462	0.936832
1608	0.902592
1768	0.917408
1944	0.935616
2138	0.91456
2350	0.940064
2584	0.921024
2842	0.96192
3126	0.91856
3438	0.943904
3780	0.945568
4158	0.936512
4572	0.971168
5028	0.96992
5530	0.982304
6082	0.904032
6690	0.89296
7358	0.90496
8092	0.95152
8900	0.957248
9790	0.951168
10768	0.958048
11844	1.0408
13028	1.13462
14330	1.18387
15762	1.2065
17338	1.25286
19070	1.25376
20976	1.33917
23072	1.33491
25378	1.52541
27914	1.5529
30704	1.60294
33774	1.67011
37150	1.75363
40864	1.89549
44950	1.96598
49444	2.0808
54388	2.26627
59826	2.4233
65808	2.7039
72388	2.84909
79626	3.04179
87588	3.25798
96346	3.47376
105980	3.76294
116578	4.02429
128234	4.29901
141056	4.65664
155160	4.99267
170676	5.41878
187742	5.9057
206516	6.35773
227166	6.78736
249882	7.57638
274870	7.73206
302356	8.01398
332590	8.4887
365848	9.01238
402432	9.44352
442674	12.3934
486940	11.1894
535634	11.7917
589196	12.6772
648114	13.7119
712924	14.931
784216	16.401
862636	17.3566
948898	18.7726
1043786	20.3801
1148164	22.2637
1262980	24.2182
1389278	26.429
1528204	28.8911
1681024	31.9072
1849126	34.4936
2034038	37.7769
2237440	41.3109
2461184	45.132
2707302	49.6292
2978032	54.3684
3275834	59.6214
3603416	65.8882
3963756	71.7877
4360130	78.8771
4796142	86.521
5275756	94.8877
5803330	104.231
6383662	114.422
7022028	125.689
7724230	138.13
8496652	151.757
9346316	166.654
