16	1.35341
20	0.890008
22	0.651363
24	0.528335
26	0.480859
28	0.549642
30	0.597784
32	0.603082
34	0.512455
36	0.54409
38	0.494785
40	0.457079
44	0.549491
48	0.532979
52	0.525887
56	0.565207
60	0.550057
66	0.448642
72	0.449173
78	0.554334
84	0.553354
92	0.529512
100	0.576612
110	0.588048
120	0.575106
132	0.530877
144	0.613298
158	0.563954
172	0.598759
188	0.571988
206	0.589212
226	0.594699
248	0.595308
272	0.570208
298	0.601275
326	0.609881
358	0.600996
392	0.563252
430	0.57591
472	0.5793
518	0.62252
568	0.590707
624	0.486508
686	0.518901
754	0.496292
828	0.550707
910	0.579332
1000	0.613813
1100	0.554609
1210	0.55841
1330	0.569723
1462	0.673538
1608	0.705866
1768	0.645737
1944	0.740936
2138	0.576201
2350	0.689525
2584	0.729028
2842	0.72239
3126	0.669195
3438	0.730065
3780	0.818214
4158	0.757223
4572	0.822377
5028	0.788512
5530	0.927519
6082	0.925371
6690	1.042
7358	1.03626
8092	1.16196
8900	1.24078
9790	1.28121
10768	1.70947
11844	1.59898
13028	1.76827
14330	2.01265
15762	1.99796
17338	1.85486
19070	2.07922
20976	2.34937
23072	2.41655
25378	2.5592
27914	2.83695
30704	2.94275
33774	3.21547
37150	3.53624
40864	3.78069
44950	4.21877
49444	6.01883
54388	5.03424
59826	5.40664
65808	5.82786
72388	6.38397
79626	7.07478
87588	7.72074
96346	8.36818
105980	9.5834
116578	10.4245
128234	11.3796
141056	12.212
155160	13.47
170676	18.9156
187742	12.5963
206516	16.5126
227166	16.4916
249882	21.0045
274870	15.0431
302356	14.9494
332590	16.5935
365848	18.4135
402432	17.5261
442674	24.0178
486940	20.2333
535634	22.4102
589196	24.7004
648114	30.2387
712924	30.46
784216	33.3033
862636	37.4904
948898	40.5167
1043786	59.5734
1148164	54.4761
1262980	54.1002
1389278	59.9483
1528204	66.0448
1681024	73.0482
1849126	80.2539
2034038	87.9815
2237440	97.169
2461184	117.613
2707302	118.784
2978032	130.226
3275834	143.847
3603416	159.011
3963756	174.288
4360130	193.686
4796142	213.635
5275756	235.24
5803330	262.896
6383662	288.026
7022028	315.606
7724230	348.329
8496652	383.715
9346316	422.862
