16	0.007763
20	0.001354
22	0.001083
24	0.001279
26	0.001443
28	0.001781
30	0.002035
32	0.004142
34	0.002883
36	0.002837
38	0.002797
40	0.003168
44	0.003428
48	0.005538
52	0.004727
56	0.004485
60	0.005251
66	0.006247
72	0.006531
78	0.008116
84	0.008018
92	0.009485
100	0.009598
110	0.011944
120	0.012335
132	0.014406
144	0.143305
158	0.017153
172	0.01944
188	0.021062
206	0.023661
226	0.026298
248	0.030492
272	0.033116
298	0.038142
326	0.041628
358	0.046534
392	0.051033
430	0.057116
472	0.064908
518	0.070948
568	0.080922
624	0.087094
686	0.100201
754	0.110091
828	0.121762
910	0.136623
1000	0.152736
1100	0.172523
1210	0.191842
1330	0.210526
1462	0.242011
1608	0.263136
1768	0.313006
1944	0.325005
2138	0.366276
2350	0.402669
2584	0.460718
2842	0.531287
3126	0.566501
3438	0.491676
3780	0.223313
4158	0.245068
4572	0.275379
5028	0.308286
5530	0.342659
6082	0.379753
6690	0.422827
7358	0.468752
8092	0.640144
8900	0.580974
9790	0.637789
10768	0.707872
11844	0.953636
13028	1.40225
14330	1.05491
15762	1.60946
17338	1.32994
19070	1.46496
20976	1.49558
23072	1.80608
25378	1.8486
27914	2.15979
30704	2.45417
33774	2.83945
37150	2.81405
40864	3.1318
44950	3.61469
49444	4.1785
54388	4.33228
59826	4.99663
65808	5.33238
72388	5.86678
79626	6.86432
87588	7.42613
96346	8.25345
105980	9.10153
116578	10.0056
128234	11.1648
141056	12.6935
155160	13.7009
170676	15.1837
187742	16.5441
206516	18.3085
227166	20.5335
249882	22.4508
274870	24.97
302356	27.4396
332590	30.6161
365848	34.0909
402432	37.7778
442674	41.7222
486940	46.3865
535634	53.0396
589196	57.127
648114	63.4416
712924	70.283
784216	77.5365
862636	86.1501
948898	94.9393
1043786	106.89
1148164	116.971
1262980	129.889
1389278	143.725
1528204	158.779
1681024	175.724
1849126	195.668
2034038	218.748
2237440	239.881
2461184	265.229
2707302	293.61
2978032	325.713
3275834	360.614
3603416	397.056
3963756	440.513
4360130	487.045
4796142	540.45
5275756	598.724
5803330	665.212
6383662	733.11
7022028	814.468
7724230	898.816
8496652	994.818
9346316	1103.02
