16	2.01687
20	0.839092
22	0.798967
24	0.534389
26	0.308281
28	0.231681
30	0.209297
32	0.215726
34	0.28643
36	0.275686
38	0.275661
40	0.294888
44	0.209878
48	0.213299
52	0.208545
56	0.21472
60	0.208707
66	0.216398
72	0.20938
78	0.257908
84	0.260701
92	0.217265
100	0.240498
110	0.236202
120	0.363982
132	0.27186
144	0.256474
158	0.334088
172	0.271465
188	0.302122
206	0.274508
226	0.234426
248	0.282964
272	0.276927
298	0.282543
326	0.28059
358	0.320343
392	0.341791
430	0.291432
472	0.255053
518	0.296588
568	0.269233
624	0.275198
686	0.258445
754	0.257429
828	0.267692
910	0.265113
1000	0.227286
1100	0.237332
1210	0.23668
1330	0.342945
1462	0.255397
1608	0.282944
1768	0.301564
1944	0.273353
2138	0.308359
2350	0.274199
2584	0.28584
2842	0.279639
3126	0.295466
3438	0.407864
3780	0.318234
4158	1.01212
4572	0.925351
5028	0.820339
5530	0.833429
6082	0.806158
6690	0.624466
7358	0.650786
8092	0.724743
8900	0.738925
9790	0.788877
10768	0.858414
11844	1.47994
13028	1.58617
14330	1.70783
15762	1.83239
17338	2.00247
19070	2.11019
20976	2.08337
23072	2.33462
25378	2.4656
27914	2.60855
30704	2.80675
33774	3.1183
37150	3.36245
40864	3.69805
44950	3.98866
49444	4.3799
54388	4.86008
59826	5.06067
65808	5.80279
72388	6.34033
79626	6.81061
87588	7.62021
96346	8.28225
105980	12.0971
116578	10.1123
128234	11.4615
141056	12.0522
155160	13.5261
170676	11.9496
187742	13.4791
206516	12.6841
227166	14.1512
249882	16.1172
274870	16.8874
302356	21.5145
332590	17.9478
365848	16.2315
402432	19.8817
442674	17.845
486940	19.927
535634	23.3584
589196	26.1603
648114	27.2082
712924	29.5887
784216	32.7093
862636	35.991
948898	44.917
1043786	43.8928
1148164	48.7424
1262980	53.3586
1389278	58.9371
1528204	65.2227
1681024	72.3449
1849126	78.9909
2034038	86.9983
2237440	96.198
2461184	105.815
2707302	117.618
2978032	129.114
3275834	142.437
3603416	156.778
3963756	174.063
4360130	193.213
4796142	210.662
5275756	233.695
5803330	259.018
6383662	283.046
7022028	311.011
7724230	344.527
8496652	381.854
9346316	419.455
