16	2.57786
20	0.356987
22	0.366401
24	0.315726
26	0.296296
28	0.32219
30	0.27574
32	0.225601
34	0.22769
36	0.230186
38	0.235564
40	0.226989
44	0.278419
48	0.308261
52	0.333656
56	0.483792
60	0.490166
66	0.467278
72	0.455842
78	0.457109
84	0.44021
92	0.470755
100	0.459518
110	0.541251
120	0.533784
132	0.479974
144	0.460048
158	0.459583
172	0.528056
188	0.47545
206	0.497805
226	0.499868
248	0.486488
272	0.486204
298	0.47292
326	0.479018
358	0.476794
392	0.491587
430	0.61667
472	0.480146
518	0.436274
568	0.441327
624	0.471683
686	0.493133
754	0.507926
828	0.490982
910	0.502496
1000	0.500383
1100	0.499415
1210	0.497293
1330	0.520631
1462	0.501199
1608	0.540331
1768	0.549754
1944	0.560709
2138	0.565013
2350	0.578226
2584	0.676659
2842	0.664024
3126	0.637752
3438	0.633842
3780	0.718737
4158	0.78341
4572	0.792218
5028	0.799041
5530	0.871762
6082	1.05003
6690	1.05561
7358	1.212
8092	1.24128
8900	1.27657
9790	1.348
10768	2.47481
11844	1.36266
13028	1.62036
14330	1.62281
15762	1.88945
17338	2.04384
19070	2.12851
20976	2.27155
23072	2.35469
25378	2.58473
27914	2.86116
30704	3.07965
33774	3.31014
37150	3.53329
40864	4.07868
44950	4.25102
49444	4.89966
54388	5.35909
59826	5.56454
65808	5.84638
72388	6.71247
79626	7.3295
87588	8.19946
96346	8.81052
105980	9.68947
116578	11.1343
128234	11.8342
141056	12.5801
155160	14.3506
170676	15.8665
187742	16.609
206516	16.2769
227166	19.7241
249882	18.7815
274870	11.6396
302356	20.3688
332590	17.9004
365848	18.3668
402432	18.0951
442674	19.1937
486940	21.1337
535634	23.5554
589196	25.9492
648114	28.353
712924	31.2887
784216	34.2301
862636	55.9647
948898	43.8041
1043786	46.8979
1148164	51.0126
1262980	56.3792
1389278	62.0617
1528204	68.9946
1681024	75.4865
1849126	83.37
2034038	92.2761
2237440	102.09
2461184	112.112
2707302	123.263
2978032	135.91
3275834	150.658
3603416	166.145
3963756	182.294
4360130	201.582
4796142	226.448
5275756	246.226
5803330	270.527
6383662	298.901
7022028	328.474
7724230	362.041
8496652	402.199
9346316	443.235
